"highSchool","name","shoots","anio","mes","dia","Altura_CM","Altura_CM_DOS","PesoNuevo"
"Kenwood in Chicago, Illinois","Nazr Mohammed","Right","1977","09","05",182.88,304.8,99.45
"Milford Academy in Milford, Connecticut","Jerome Moiso","Left","1978","06","15",182.88,304.8,105.75
"Crespi Carmelite in Encino, California","Paul Mokeski","Right","1957","01","03",213.36,0,112.5
"Stuyvesant in New York, New York","Jack Molinas","Right","1931","10","31",182.88,182.88,90
"Oak Hill Academy in Mouth of Wilson, Virginia","Wayne Molis","Right","1943","04","17",182.88,243.84,103.5
"Hall in Little Rock, Arkansas","Sidney Moncrief","Right","1957","09","21",182.88,91.44,81
"Kettering in Detroit, Michigan","Eric Money","Right","1955","02","06",182.88,0,76.5
"Oak Hill Academy in Mouth of Wilson, Virginia","Sergei Monia","Right","1983","04","15",182.88,243.84,99
"Bentonville in Bentonville, Arkansas","Malik Monk","Right","1998","02","04",182.88,91.44,90
"John Bartram in Philadelphia, Pennsylvania","Earl Monroe","Right","1944","11","21",182.88,91.44,83.25
"Helen Cox in Harvey, Louisiana","Greg Monroe","Left","1990","06","04",182.88,335.28,119.25
"Saint Maria Goretti in Hagerstown, Maryland","Rodney Monroe","Right","1968","04","16",182.88,91.44,83.25
"Wilbraham & Monson in Wilbraham, Massachusetts","Luis Montero","Right","1993","04","06",182.88,213.36,83.25
"Oak Hill Academy in Mouth of Wilson, Virginia","Howie Montgomery","Right","1940","08","22",182.88,152.4,99
"Lawrence North in Indianapolis, Indiana","Eric Montross","Right","1971","09","23",213.36,0,121.5
"Coosa Central in Rockford, Alabama","Jamario Moon","Right","1980","06","13",182.88,243.84,92.25
"Oak Hill Academy in Mouth of Wilson, Virginia","Jim Mooney","Right","1930","07","08",182.88,152.4,96.75
"Carver in Chicago, Illinois","Andre Moore","Right","1964","07","02",182.88,274.32,96.75
"Bolingbrook in Bolingbrook, Illinois","Ben Moore","Right","1995","05","13",182.88,243.84,99
"East Chicago in East Chicago, Indiana","E'Twaun Moore","Right","1989","02","25",182.88,121.92,85.95
"Sumner in St. Louis, Missouri","Gene Moore","Right","1945","07","29",182.88,274.32,101.25
"Overbrook in Philadelphia, Pennsylvania","Jackie Moore","Right","1932","09","24",182.88,152.4,81
"Altoona Area in Altoona, Pennsylvania","Johnny Moore","Right","1958","03","03",182.88,30.48,78.75
"Oak Hill Academy in Mouth of Wilson, Virginia","Larry Moore","Right","1948","07","26",182.88,213.36,96.75
"Mount Vernon in Mount Vernon, New York","Lowes Moore","Right","1957","05","05",182.88,30.48,76.5
"Blacksburg in Blacksburg, South Carolina","Mikki Moore","Right","1975","11","04",182.88,335.28,101.25
"George Washington Carver in Miami, Florida","Otto Moore","Right","1946","08","27",182.88,335.28,92.25
"Oak Hill Academy in Mouth of Wilson, Virginia","Richard Moore","Right","1948","07","26",182.88,60.96,85.5
"Clarksville in Clarksville, Arkansas","Ron Moore","Right","1962","01","16",213.36,0,117
"John Marshall in Oklahoma City, Oklahoma","Tracy Moore","Right","1965","12","28",182.88,121.92,90
"Ocean Academy in Bayville, New Jersey","Eric Moreland","Right","1991","12","24",182.88,304.8,107.1
"Minden in Minden, Louisiana","Jackie Moreland","Left","1938","03","11",182.88,213.36,96.75
"First Colonial in Virginia Beach, Virginia","Guy Morgan","Right","1960","08","23",182.88,243.84,92.25
"Charleston in Charleston, Illinois","Rex Morgan","Right","1948","10","27",182.88,152.4,85.5
"Oak Hill Academy in Mouth of Wilson, Virginia","Elmore Morgenthaler","Right","1922","08","03",182.88,274.32,103.5
"Stevenson in Stevenson, Washington","Darren Morningstar","Right","1969","04","22",182.88,304.8,105.75
"Douglass in Atlanta, Georgia","Chris Morris","Right","1966","01","20",182.88,243.84,94.5
"Windward in Los Angeles, California","Darius Morris","Right","1991","01","03",182.88,121.92,85.5
"Huguenot in Richmond, Virginia","Isaiah Morris","Right","1969","04","02",182.88,243.84,103.05
"St. Joseph's Collegiate Institute in Buffalo, New York","Jaylen Morris","Right","1995","09","19",182.88,152.4,83.25
"APEX Academy in Pennsauken, New Jersey","Marcus Morris","Right","1989","09","02",182.88,274.32,105.75
"APEX Academy in Pennsauken, New Jersey","Markieff Morris","Right","1989","09","02",182.88,304.8,110.25
"Frankfort Community HS in West Frankfort, Illinois","Max Morris","Right","1925","03","14",182.88,60.96,87.75
"Flint Beecher in Beecher, Michigan","Monte Morris","Right","1995","06","27",182.88,91.44,78.75
"Landmark Christian School in Fairburn, Georgia","Randolph Morris","Right","1986","01","02",182.88,304.8,119.7
"Thomas Johnson in Frederick, Maryland","Terence Morris","Right","1979","01","11",182.88,274.32,99.45
"Mead in Spokane, Washington","Adam Morrison","Right","1984","07","19",182.88,243.84,92.25
"Oak Hill Academy in Mouth of Wilson, Virginia","John Morrison","Right","1945","05","02",182.88,60.96,85.5
"Northwestern in Hyattsville, Maryland","Mike Morrison","Right","1967","08","16",182.88,121.92,87.75
"Walla Walla in Walla Walla, Washington","Red Morrison","Right","1932","04","26",182.88,243.84,99
"Charlotte Latin in Charlotte, North Carolina","Anthony Morrow","Right","1985","09","27",182.88,152.4,94.5
"Central in Louisville, Kentucky","Dwayne Morton","Right","1971","08","08",182.88,213.36,87.75
"Walton in Bronx, New York","John Morton","Right","1967","05","18",182.88,91.44,81
"Balboa in San Francisco, California","Richard Morton","Right","1966","02","02",182.88,91.44,85.5
"Oak Hill Academy in Mouth of Wilson, Virginia","Glenn Mosley","Right","1955","12","26",182.88,243.84,87.75
"Regional in Amherst, Massachusetts","Perry Moss","Right","1958","11","11",182.88,60.96,83.25
"New Hampton School in Hampton, New Hampshire","Lawrence Moten","Right","1972","03","25",182.88,152.4,83.25
"Oak Hill Academy in Mouth of Wilson, Virginia","Donatas Motiejunas","Left","1990","09","20",213.36,0,99.9
"North Shore in Houston, Texas","Johnathan Motley","Right","1995","05","04",182.88,304.8,103.5
"Makelanrinne in Helsinki, Finland","Hanno Mottola","Right","1976","09","09",182.88,335.28,111.15
"Raleigh Egypt in Memphis, Tennessee","Arnett Moultrie","Right","1990","11","18",182.88,335.28,112.05
"Lebanon in Lebanon, Indiana","Rick Mount","Right","1947","01","05",182.88,91.44,78.75
"Indian River in Chesapeake, Virginia","Alonzo Mourning","Right","1970","02","08",182.88,304.8,108
"Oak Hill Academy in Mouth of Wilson, Virginia","Timofey Mozgov","Right","1986","07","16",213.36,30.48,123.75
"Oak Hill Academy in Mouth of Wilson, Virginia","Chuck Mrazovich","Right","1924","02","26",182.88,152.4,83.25
"Prime Prep Academy in Dallas, Texas","Emmanuel Mudiay","Right","1996","03","05",182.88,152.4,90
"Livermore in Livermore, California","Erwin Mueller","Right","1944","03","12",182.88,243.84,103.5
"Bishop Gorman in Las Vegas, Nevada","Shabazz Muhammad","Left","1992","11","13",182.88,182.88,100.35
"Chaminade in Mineola, New York","Joe Mullaney","Right","1924","11","17",182.88,0,74.25
"Oak Hill Academy in Mouth of Wilson, Virginia","Bob Mullens","Right","1922","11","01",182.88,30.48,78.75
"Canal Winchester in Canal Winchester, Ohio","Byron Mullens","Right","1989","02","14",213.36,0,123.75
"Xaverian in Brooklyn, New York","Chris Mullin","Left","1963","07","30",182.88,182.88,90
"Lafayette in Lexington, Kentucky","Jeff Mullins","Right","1942","03","18",182.88,121.92,85.5
"Central Merry in Jackson, Tennessee","Todd Mundt","Right","1970","05","17",213.36,0,112.5
"St. Benedict's Prep in Newark, New Jersey","Xavier Munford","Right","1992","06","01",182.88,60.96,81
"Riordan in San Francisco, California","Chris Munk","Right","1967","08","05",182.88,274.32,101.25
"Joliet in Joliet, Illinois","George Munroe","Right","1922","01","05",152.4,335.28,76.5
"Bridgewater-Raritan in Raritan, New Jersey","Eric Murdock","Right","1968","06","14",182.88,30.48,85.5
"Oak Hill Academy in Mouth of Wilson, Virginia","Gheorghe Muresan","Right","1971","02","14",213.36,213.36,136.35
"A.H. Parker in Birmingham, Alabama","Allen Murphy","Right","1952","07","15",182.88,152.4,85.5
"Norwalk in Norwalk, Connecticut","Calvin Murphy","Right","1948","05","09",152.4,274.32,74.25
"St. Agnes in College Point, New York","Dick Murphy","Right","1921","03","10",182.88,30.48,78.75
"St. Mark's in Southborough, Massachusetts","Erik Murphy","Right","1990","10","26",182.88,304.8,103.5
"Maloney in Meriden, Connecticut","Jay Murphy","Right","1962","06","26",182.88,274.32,99
"Simon Gratz in Philadelphia, Pennsylvania","John Murphy","Right","1924","09","13",182.88,60.96,78.75
"Creekside in Atlanta, Georgia","Kevin Murphy","Right","1990","03","06",182.88,152.4,83.25
"Oviedo in Oviedo, Florida","Ronnie Murphy","Right","1964","07","29",182.88,152.4,101.25
"Lakewood in Lakewood, California","Tod Murphy","Right","1963","12","24",182.88,274.32,99
"Delbarton in Northern Hills, New Jersey","Troy Murphy","Left","1980","05","02",182.88,335.28,110.25
"Rainier Beach in Seattle, Washington","Dejounte Murray","Right","1996","09","19",182.88,152.4,76.5
"Orangeville Prep in Orangeville, Canada","Jamal Murray","Right","1997","02","23",182.88,121.92,93.15
"Oak Hill Academy in Mouth of Wilson, Virginia","Ken Murray","Right","1928","04","20",182.88,60.96,85.5
"John Kennedy in Fremont, California","Lamond Murray","Right","1973","04","20",182.88,213.36,106.2
"Strawberry Mansion in Philadelphia, Pennsylvania","Ronald Murray","Right","1979","07","29",182.88,121.92,85.5
"Glendora in Glendora, California","Tracy Murray","Right","1971","07","25",182.88,213.36,101.25
"Moton in Taft, Oklahoma","Willie Murrell","Right","1941","09","13",182.88,182.88,101.25
"Cass Technical in Detroit, Michigan","Dorie Murrey","Right","1943","09","07",182.88,243.84,96.75
"Klein Forest in Houston, Texas","Toure' Murry","Right","1989","11","08",182.88,152.4,87.75
"Oak Hill Academy in Mouth of Wilson, Virginia","Dzanan Musa","Right","1999","05","08",182.88,274.32,93.6
"Roseville in Roseville, Minnesota","Mike Muscala","Right","1991","07","01",182.88,335.28,108
"Overbrook in Philadelphia, Pennsylvania","Angelo Musi","Right","1918","07","25",152.4,274.32,65.25
"DeMatha Catholic in Hyattsville, Maryland","Jerrod Mustaf","Right","1969","10","28",182.88,304.8,107.1
"Institute Boboto in Kinshasa, Democratic Republic of the Congo","Dikembe Mutombo","Right","1966","06","25",213.36,60.96,110.25
"Oak Hill Academy in Mouth of Wilson, Virginia","Martin Muursepp","Right","1974","09","26",182.88,274.32,105.75
"Williamson in Mobile, Alabama","Pete Myers","Right","1963","09","15",182.88,182.88,81
"Cherkasy First City Gymnasia in Cherkasy, Ukraine","Sviatoslav Mykhailiuk","Right","1997","06","10",182.88,243.84,92.25
"Stoneridge Preparatory School in Simi Valley, California","Hamady N'Diaye","Right","1987","01","12",213.36,0,105.75
"Oak Hill Academy in Mouth of Wilson, Virginia","Makhtar N'Diaye","Right","1973","12","12",182.88,243.84,110.25
"Maine Central Institute in Pittsfield, Maine","Mamadou N'Diaye","Right","1975","06","16",213.36,0,114.75
"Oak Hill Academy in Mouth of Wilson, Virginia","Boniface N'Dong","Right","1977","03","09",213.36,0,89.1
"Oak Hill Academy in Mouth of Wilson, Virginia","Bob Naber","Right","1929","09","03",182.88,91.44,83.25
"Thomas Jefferson in Brooklyn, New York","Boris Nachamkin","Right","1933","12","06",182.88,182.88,94.5
"Oak Hill Academy in Mouth of Wilson, Virginia","Bostjan Nachbar","Right","1980","07","03",182.88,274.32,99.45
"Niles North in Skokie, Illinois","Abdel Nader","Right","1993","09","25",182.88,182.88,101.25
"Oak Hill Academy in Mouth of Wilson, Virginia","Jerry Nagel","Right","1928","05","18",182.88,0,85.5
"Oak Hill Academy in Mouth of Wilson, Virginia","Fritz Nagy","Right","1924","01","03",182.88,60.96,83.25
"Clay in South Bend, Indiana","Lee Nailon","Left","1975","02","22",182.88,274.32,107.1
"Cornerstone Christian Academy in San Antonio, Texas","Eduardo Najera","Right","1976","07","11",182.88,243.84,108
"McDuffie in Anderson, South Carolina","Larry Nance","Right","1959","02","12",182.88,304.8,92.25
"Revere in Richfield, Ohio","Larry Nance Jr.","Right","1993","01","01",182.88,274.32,103.5
"Lawrence Academy in Groton, Massachusetts","Shabazz Napier","Right","1991","07","14",182.88,30.48,81
"Oak Hill Academy in Mouth of Wilson, Virginia","Paul Napolitano","Right","1923","02","03",182.88,60.96,83.25
"Hartford Public in Hartford, Connecticut","Bob Nash","Right","1950","08","24",182.88,243.84,87.75
"Lake Charles in Lake Charles, Louisiana","Cotton Nash","Right","1942","07","24",182.88,152.4,96.75
"Saint Michaels University School in Victoria, Canada","Steve Nash","Right","1974","02","07",182.88,91.44,87.75
"Wilson in Long Beach, California","Swen Nater","Right","1950","01","14",182.88,335.28,108
"Manual in Peoria, Illinois","Howard Nathan","Right","1972","01","21",152.4,335.28,78.75
"Bastrop in Bastrop, Louisiana","Calvin Natt","Right","1957","01","08",182.88,182.88,99
"Bastrop in Bastrop, Louisiana","Kenny Natt","Right","1958","10","05",182.88,91.44,83.25
"San Pedro in San Pedro, California","Willie Naulls","Right","1934","10","07",182.88,182.88,101.25
"Oak Hill Academy in Mouth of Wilson, Virginia","Juan Carlos Navarro","Right","1980","06","13",182.88,91.44,76.5
"Okayama Gakugeikan in Okayama, Japan","Maurice Ndour","Right","1992","06","18",182.88,274.32,90
"Washington in Washington, Indiana","Craig Neal","Right","1964","02","16",182.88,152.4,74.25
"Aberdeen in Aberdeen, Maryland","Gary Neal","Right","1984","10","03",182.88,121.92,94.5
"Oak Hill Academy in Mouth of Wilson, Virginia","Jim Neal","Right","1930","05","21",182.88,335.28,105.75
"Talbotton in Talbotton, Georgia","Lloyd Neal","Right","1950","12","10",182.88,213.36,101.25
"Bonner Springs in Bonner Springs, Kansas","Ed Nealy","Right","1960","02","19",182.88,213.36,107.1
"Oak Hill Academy in Mouth of Wilson, Virginia","Nemanja Nedovic","Right","1991","06","16",182.88,91.44,86.4
"Oak Hill Academy in Mouth of Wilson, Virginia","Al Negratti","Right","1921","06","12",182.88,91.44,90
"Fox Chapel in Fox Chapel, Pennsylvania","Barry Nelson","Right","1949","09","19",182.88,304.8,103.5
"Sheldon in Sacramento, California","DeMarcus Nelson","Right","1985","11","02",182.88,121.92,90
"Rock Island in Rock Island, Illinois","Don Nelson","Right","1940","05","15",182.88,182.88,94.5
"Chester in Chester, Pennsylvania","Jameer Nelson","Right","1982","02","09",182.88,0,85.5
"Compton in Los Angeles, California","Louie Nelson","Right","1951","05","28",182.88,91.44,85.5
"Oak Hill Academy in Mouth of Wilson, Virginia","Ron Nelson","Right","1946","10","07",182.88,60.96,78.75
"DeWitt Clinton in Bronx, New York","Ruben Nembhard","Right","1972","02","20",182.88,91.44,93.6
"West in Salt Lake City, Utah","Dick Nemelka","Right","1943","10","01",182.88,0,78.75
"Cairo in Cairo, Illinois","Tyrone Nesby","Right","1976","01","31",182.88,182.88,101.25
"Whitehall-Yearling in Whitehall, Ohio","Martin Nessley","Right","1965","02","16",213.36,60.96,117
"Gymnasium in Sremski Karlovci, Slovenia","Rasho Nesterovic","Right","1976","05","30",213.36,0,111.6
"Oak Hill Academy in Mouth of Wilson, Virginia","Raul Neto","Right","1992","05","19",182.88,30.48,80.55
"Washington in Cedar Rapids, Iowa","Bob Netolicky","Right","1942","08","02",182.88,274.32,99
"Overton in Memphis, Tennessee","Johnny Neumann","Right","1951","09","11",182.88,182.88,90
"Newport Harbor in Newport Harbor, California","Paul Neumann","Right","1938","01","30",182.88,30.48,78.75
"Sprayberry in Marietta, Georgia","Chuck Nevitt","Right","1959","06","13",213.36,152.4,97.65
"Scott in Toledo, Ohio","Melvin Newbern","Right","1967","06","11",182.88,121.92,90
"Southwest in Macon, Georgia","Ivano Newbill","Right","1970","12","12",182.88,274.32,110.25
"Southfield in Detroit, Michigan","Ira Newble","Right","1975","01","20",182.88,213.36,99
"Saint Francis in LaCanada, California","Mike Newlin","Right","1949","01","02",182.88,121.92,90
"George Washington in Danville, Virginia","Johnny Newman","Right","1963","11","28",182.88,213.36,85.5
"Abraham Lincoln in Brooklyn, New York","Dave Newmark","Right","1946","09","11",213.36,0,108
"Rockville in Rockville, Indiana","Bill Newton","Right","1950","12","22",182.88,274.32,99
"Tilton Prep in Tilton, New Hampshire","Georges Niang","Right","1993","06","17",182.88,243.84,103.5
"St. Andrew's School in Barrington, Rhode Island","Demetris Nichols","Right","1984","09","04",182.88,243.84,97.2
"Everett in Everett, Washington","Jack Nichols","Left","1926","04","09",182.88,213.36,99.9
"Father Michael Goetz Secondary in West Mississauga, Canada","Andrew Nicholson","Right","1989","12","08",182.88,274.32,112.5
"North in Wichita, Kansas","Gaylon Nickerson","Right","1969","02","05",182.88,91.44,85.5
"Englewood in Chicago, Illinois","Carl Nicks","Left","1958","10","06",182.88,30.48,78.75
"DuBourg in St. Louis, Missouri","Rich Niemann","Right","1946","07","02",213.36,0,110.25
"De La Salle Institute in Chicago, Illinois","Richie Niemiera","Right","1921","05","26",182.88,30.48,74.25
"Jefferson in Los Angeles, California","Mike Niles","Right","1955","03","31",182.88,182.88,101.25
"South Milwaukee in South Milwaukee, Wisconsin","Kurt Nimphius","Right","1958","03","13",182.88,304.8,98.1
"Fort Walton Beach in Fort Walton Beach, Florida","Dyron Nix","Right","1967","02","11",182.88,213.36,94.5
